locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDNALJOL_02294	gene	636				
CDNALJOL_02294	CDS	636				hypothetical protein
CDNALJOL_02295	gene	156				
CDNALJOL_02295	CDS	156				hypothetical protein
CDNALJOL_02296	gene	333				
CDNALJOL_02296	CDS	333				hypothetical protein
CDNALJOL_02297	gene	1095	pknD			
CDNALJOL_02297	CDS	1095	pknD	2.7.11.1	COG0515	Serine/threonine-protein kinase PknD
CDNALJOL_02298	gene	96				
CDNALJOL_02298	CDS	96				hypothetical protein
CDNALJOL_02299	gene	828				
CDNALJOL_02299	CDS	828				hypothetical protein
CDNALJOL_02300	gene	186				
CDNALJOL_02300	CDS	186				hypothetical protein
CDNALJOL_02301	gene	135				
CDNALJOL_02301	CDS	135				hypothetical protein
CDNALJOL_02302	gene	1815				
CDNALJOL_02302	CDS	1815				hypothetical protein
CDNALJOL_02303	gene	543				
CDNALJOL_02303	CDS	543				hypothetical protein
CDNALJOL_02304	gene	732				
CDNALJOL_02304	CDS	732				hypothetical protein
CDNALJOL_02305	gene	468				
CDNALJOL_02305	CDS	468				hypothetical protein
CDNALJOL_02306	gene	207				
CDNALJOL_02306	CDS	207				hypothetical protein
CDNALJOL_02307	gene	1299				
CDNALJOL_02307	CDS	1299				hypothetical protein
CDNALJOL_02308	gene	1098				
CDNALJOL_02308	CDS	1098				IS200/IS605 family transposase ISTel3
CDNALJOL_02309	gene	627				
CDNALJOL_02309	CDS	627				hypothetical protein
CDNALJOL_02310	gene	219				
CDNALJOL_02310	CDS	219				hypothetical protein
CDNALJOL_02311	gene	165				
CDNALJOL_02311	CDS	165				hypothetical protein
CDNALJOL_02312	gene	711				
CDNALJOL_02312	CDS	711				hypothetical protein
CDNALJOL_02313	gene	201				
CDNALJOL_02313	CDS	201				hypothetical protein
CDNALJOL_02314	gene	552				
CDNALJOL_02314	CDS	552				hypothetical protein
CDNALJOL_02315	gene	333				
CDNALJOL_02315	CDS	333				hypothetical protein
CDNALJOL_02316	gene	291				
CDNALJOL_02316	CDS	291				hypothetical protein
CDNALJOL_02317	gene	1344	recD2_2			
CDNALJOL_02317	CDS	1344	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
CDNALJOL_02318	gene	279				
CDNALJOL_02318	CDS	279				hypothetical protein
CDNALJOL_02319	gene	465				
CDNALJOL_02319	CDS	465				hypothetical protein
CDNALJOL_02320	gene	729				
CDNALJOL_02320	CDS	729				hypothetical protein
CDNALJOL_02321	gene	579				
CDNALJOL_02321	CDS	579				hypothetical protein
CDNALJOL_02322	gene	249				
CDNALJOL_02322	CDS	249				hypothetical protein
CDNALJOL_02323	gene	1593	rep			
CDNALJOL_02323	CDS	1593	rep	3.6.4.12		ATP-dependent DNA helicase Rep
CDNALJOL_02324	gene	1167				
CDNALJOL_02324	CDS	1167				IS200/IS605 family transposase ISTel3
CDNALJOL_02325	gene	240				
CDNALJOL_02325	CDS	240				hypothetical protein
CDNALJOL_02326	gene	663				
CDNALJOL_02326	CDS	663				hypothetical protein
CDNALJOL_02327	gene	414				
CDNALJOL_02327	CDS	414				hypothetical protein
CDNALJOL_02328	gene	327				
CDNALJOL_02328	CDS	327				hypothetical protein
CDNALJOL_02329	gene	666				
CDNALJOL_02329	CDS	666				hypothetical protein
CDNALJOL_02330	gene	1371				
CDNALJOL_02330	CDS	1371				hypothetical protein
CDNALJOL_02331	gene	1524				
CDNALJOL_02331	CDS	1524				hypothetical protein
CDNALJOL_02332	gene	1431				
CDNALJOL_02332	CDS	1431				hypothetical protein
CDNALJOL_02333	gene	363				
CDNALJOL_02333	CDS	363				hypothetical protein
CDNALJOL_02334	gene	633				
CDNALJOL_02334	CDS	633				hypothetical protein
CDNALJOL_02335	gene	345				
CDNALJOL_02335	CDS	345				hypothetical protein
CDNALJOL_02336	gene	612				
CDNALJOL_02336	CDS	612				hypothetical protein
CDNALJOL_02337	gene	354				
CDNALJOL_02337	CDS	354				hypothetical protein
CDNALJOL_02338	gene	1971	nrdZ			
CDNALJOL_02338	CDS	1971	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
CDNALJOL_02339	gene	762				
CDNALJOL_02339	CDS	762				hypothetical protein
CDNALJOL_02340	gene	396				
CDNALJOL_02340	CDS	396				hypothetical protein
CDNALJOL_02341	gene	246				
CDNALJOL_02341	CDS	246				hypothetical protein
CDNALJOL_02342	gene	156				
CDNALJOL_02342	CDS	156				hypothetical protein
CDNALJOL_02343	gene	1932	vgb_2			
CDNALJOL_02343	CDS	1932	vgb_2	4.2.99.-		Virginiamycin B lyase
CDNALJOL_02344	gene	966				
CDNALJOL_02344	CDS	966				hypothetical protein
CDNALJOL_02345	gene	462				
CDNALJOL_02345	CDS	462				hypothetical protein
CDNALJOL_02346	gene	1248				
CDNALJOL_02346	CDS	1248				hypothetical protein
CDNALJOL_02347	gene	138				
CDNALJOL_02347	CDS	138				hypothetical protein
CDNALJOL_02348	gene	414				
CDNALJOL_02348	CDS	414				Single-stranded DNA-binding protein
CDNALJOL_02349	gene	459				
CDNALJOL_02349	CDS	459				hypothetical protein
CDNALJOL_02350	gene	624				
CDNALJOL_02350	CDS	624				hypothetical protein
CDNALJOL_02351	gene	1623	sctC_2			
CDNALJOL_02351	CDS	1623	sctC_2			Type 3 secretion system secretin
CDNALJOL_02352	gene	747				
CDNALJOL_02352	CDS	747				hypothetical protein
CDNALJOL_02353	gene	303				
CDNALJOL_02353	CDS	303				hypothetical protein
CDNALJOL_02354	gene	315				
CDNALJOL_02354	CDS	315				hypothetical protein
CDNALJOL_02355	gene	477				
CDNALJOL_02355	CDS	477				hypothetical protein
CDNALJOL_02356	gene	261				
CDNALJOL_02356	CDS	261				hypothetical protein
CDNALJOL_02357	gene	447				
CDNALJOL_02357	CDS	447				hypothetical protein
CDNALJOL_02358	gene	672	rpfG_2			
CDNALJOL_02358	CDS	672	rpfG_2	3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase response regulator RpfG
CDNALJOL_02359	gene	1191				
CDNALJOL_02359	CDS	1191				hypothetical protein
CDNALJOL_02360	gene	108				
CDNALJOL_02360	CDS	108				hypothetical protein
CDNALJOL_02361	gene	1014	tmk_4			
CDNALJOL_02361	CDS	1014	tmk_4	2.7.4.9		Thymidylate kinase
CDNALJOL_02362	gene	495				
CDNALJOL_02362	CDS	495				hypothetical protein
CDNALJOL_02363	gene	1263				
CDNALJOL_02363	CDS	1263				hypothetical protein
CDNALJOL_02364	gene	1137				
CDNALJOL_02364	CDS	1137				hypothetical protein
CDNALJOL_02365	gene	1011				
CDNALJOL_02365	CDS	1011				hypothetical protein
CDNALJOL_02366	gene	285				
CDNALJOL_02366	CDS	285				hypothetical protein
CDNALJOL_02367	gene	1050				
CDNALJOL_02367	CDS	1050				hypothetical protein
CDNALJOL_02368	gene	789				
CDNALJOL_02368	CDS	789				hypothetical protein
CDNALJOL_02369	gene	339				
CDNALJOL_02369	CDS	339				hypothetical protein
CDNALJOL_02370	gene	609				
CDNALJOL_02370	CDS	609				hypothetical protein
CDNALJOL_02371	gene	723				
CDNALJOL_02371	CDS	723				hypothetical protein
CDNALJOL_02372	gene	411				
CDNALJOL_02372	CDS	411				hypothetical protein
CDNALJOL_02373	gene	2010	rapA			
CDNALJOL_02373	CDS	2010	rapA	3.6.4.-		RNA polymerase-associated protein RapA
CDNALJOL_02374	gene	1320				
CDNALJOL_02374	CDS	1320				hypothetical protein
CDNALJOL_02375	gene	1134				
CDNALJOL_02375	CDS	1134				hypothetical protein
CDNALJOL_02376	gene	1164				
CDNALJOL_02376	CDS	1164				hypothetical protein
CDNALJOL_02377	gene	651				
CDNALJOL_02377	CDS	651				hypothetical protein
CDNALJOL_02378	gene	792				
CDNALJOL_02378	CDS	792				hypothetical protein
CDNALJOL_02379	gene	375				
CDNALJOL_02379	CDS	375				hypothetical protein
CDNALJOL_02380	gene	708				
CDNALJOL_02380	CDS	708				hypothetical protein
CDNALJOL_02381	gene	405				
CDNALJOL_02381	CDS	405				hypothetical protein
CDNALJOL_02382	gene	1164				
CDNALJOL_02382	CDS	1164				hypothetical protein
CDNALJOL_02383	gene	444				
CDNALJOL_02383	CDS	444				hypothetical protein
CDNALJOL_02384	gene	1104				
CDNALJOL_02384	CDS	1104				hypothetical protein
CDNALJOL_02385	gene	1347				
CDNALJOL_02385	CDS	1347				hypothetical protein
CDNALJOL_02386	gene	1014				
CDNALJOL_02386	CDS	1014				hypothetical protein
CDNALJOL_02387	gene	555				
CDNALJOL_02387	CDS	555				hypothetical protein
CDNALJOL_02388	gene	192				
CDNALJOL_02388	CDS	192				hypothetical protein
CDNALJOL_02389	gene	558				
CDNALJOL_02389	CDS	558				hypothetical protein
CDNALJOL_02390	gene	354				
CDNALJOL_02390	CDS	354				hypothetical protein
CDNALJOL_02391	gene	525				
CDNALJOL_02391	CDS	525				hypothetical protein
CDNALJOL_02392	gene	519				
CDNALJOL_02392	CDS	519				hypothetical protein
CDNALJOL_02393	gene	1239				
CDNALJOL_02393	CDS	1239				hypothetical protein
CDNALJOL_02394	gene	1086	pilT			
CDNALJOL_02394	CDS	1086	pilT		COG2805	Twitching mobility protein
CDNALJOL_02395	gene	1311				
CDNALJOL_02395	CDS	1311				hypothetical protein
CDNALJOL_02396	gene	747				
CDNALJOL_02396	CDS	747				hypothetical protein
CDNALJOL_02397	gene	1161				
CDNALJOL_02397	CDS	1161				hypothetical protein
CDNALJOL_02398	gene	2061	sctC_3			
CDNALJOL_02398	CDS	2061	sctC_3			Type 3 secretion system secretin
CDNALJOL_02399	gene	2526				
CDNALJOL_02399	CDS	2526				hypothetical protein
CDNALJOL_02400	gene	537				
CDNALJOL_02400	CDS	537				hypothetical protein
CDNALJOL_02401	gene	390				
CDNALJOL_02401	CDS	390				hypothetical protein
CDNALJOL_02402	gene	2568				
CDNALJOL_02402	CDS	2568				hypothetical protein
CDNALJOL_02403	gene	477				
CDNALJOL_02403	CDS	477				hypothetical protein
CDNALJOL_02404	gene	495				
CDNALJOL_02404	CDS	495				hypothetical protein
CDNALJOL_02405	gene	975				
CDNALJOL_02405	CDS	975				hypothetical protein
CDNALJOL_02406	gene	2340				
CDNALJOL_02406	CDS	2340				hypothetical protein
CDNALJOL_02407	gene	240				
CDNALJOL_02407	CDS	240				hypothetical protein
CDNALJOL_02408	gene	1188	traG			
CDNALJOL_02408	CDS	1188	traG			Conjugal transfer protein TraG
CDNALJOL_02409	gene	504				
CDNALJOL_02409	CDS	504				hypothetical protein
CDNALJOL_02410	gene	882				
CDNALJOL_02410	CDS	882				hypothetical protein
CDNALJOL_02411	gene	2388				
CDNALJOL_02411	CDS	2388				hypothetical protein
CDNALJOL_02412	gene	1533				
CDNALJOL_02412	CDS	1533				hypothetical protein
CDNALJOL_02413	gene	549				
CDNALJOL_02413	CDS	549				hypothetical protein
CDNALJOL_02414	gene	300				
CDNALJOL_02414	CDS	300				hypothetical protein
CDNALJOL_02415	gene	1404				
CDNALJOL_02415	CDS	1404				hypothetical protein
CDNALJOL_02416	gene	738				
CDNALJOL_02416	CDS	738				hypothetical protein
CDNALJOL_02417	gene	885	ygbT			
CDNALJOL_02417	CDS	885	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
	CRISPR	1064				
CDNALJOL_02418	gene	615				
CDNALJOL_02418	CDS	615				hypothetical protein
CDNALJOL_02419	gene	1722				
CDNALJOL_02419	CDS	1722				hypothetical protein
CDNALJOL_02420	gene	498				
CDNALJOL_02420	CDS	498				hypothetical protein
CDNALJOL_02421	gene	699				
CDNALJOL_02421	CDS	699				hypothetical protein
CDNALJOL_02422	gene	816				
CDNALJOL_02422	CDS	816				hypothetical protein
CDNALJOL_02423	gene	5847				
CDNALJOL_02423	CDS	5847				hypothetical protein
CDNALJOL_02424	gene	693				
CDNALJOL_02424	CDS	693				hypothetical protein
CDNALJOL_02425	gene	474				
CDNALJOL_02425	CDS	474				hypothetical protein
CDNALJOL_02426	gene	420				
CDNALJOL_02426	CDS	420				hypothetical protein
CDNALJOL_02427	gene	564				
CDNALJOL_02427	CDS	564				hypothetical protein
CDNALJOL_02428	gene	873				
CDNALJOL_02428	CDS	873				hypothetical protein
CDNALJOL_02429	gene	1257				
CDNALJOL_02429	CDS	1257		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
CDNALJOL_02430	gene	480				
CDNALJOL_02430	CDS	480				hypothetical protein
CDNALJOL_02431	gene	900				
CDNALJOL_02431	CDS	900				hypothetical protein
CDNALJOL_02432	gene	540				
CDNALJOL_02432	CDS	540				hypothetical protein
CDNALJOL_02433	gene	273				
CDNALJOL_02433	CDS	273				hypothetical protein
CDNALJOL_02434	gene	432	hmrR			
CDNALJOL_02434	CDS	432	hmrR			HTH-type transcriptional regulator HmrR
CDNALJOL_02435	gene	393	merC			
CDNALJOL_02435	CDS	393	merC			Mercuric transport protein MerC
CDNALJOL_02436	gene	1653	merA_3			
CDNALJOL_02436	CDS	1653	merA_3	1.16.1.1	COG1249	Mercuric reductase
CDNALJOL_02437	gene	1140				
CDNALJOL_02437	CDS	1140				ISL3 family transposase ISPst9
CDNALJOL_02438	gene	240				
CDNALJOL_02438	CDS	240				hypothetical protein
CDNALJOL_02439	gene	1503				
CDNALJOL_02439	CDS	1503				hypothetical protein
CDNALJOL_02440	gene	1131				
CDNALJOL_02440	CDS	1131				hypothetical protein
CDNALJOL_02441	gene	876	nifH			
CDNALJOL_02441	CDS	876	nifH	1.18.6.1	COG1348	Nitrogenase iron protein
CDNALJOL_02442	gene	1431	nifD_1			
CDNALJOL_02442	CDS	1431	nifD_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
CDNALJOL_02443	gene	1539	nifK_1			
CDNALJOL_02443	CDS	1539	nifK_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein beta chain
CDNALJOL_02444	gene	1401	nifD_2			
CDNALJOL_02444	CDS	1401	nifD_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
CDNALJOL_02445	gene	1434	nifK_2			
CDNALJOL_02445	CDS	1434	nifK_2	1.18.6.1		Nitrogenase molybdenum-iron protein beta chain
CDNALJOL_02446	gene	417				
CDNALJOL_02446	CDS	417				hypothetical protein
CDNALJOL_02447	gene	459				
CDNALJOL_02447	CDS	459				hypothetical protein
CDNALJOL_02448	gene	1572	nifB			
CDNALJOL_02448	CDS	1572	nifB	4.-.-.-	COG0535	FeMo cofactor biosynthesis protein NifB
CDNALJOL_02449	gene	258	yfhL			
CDNALJOL_02449	CDS	258	yfhL		COG1145	Ferredoxin YfhL
CDNALJOL_02450	gene	96				
CDNALJOL_02450	CDS	96				hypothetical protein
CDNALJOL_02451	gene	258	hesB2			
CDNALJOL_02451	CDS	258	hesB2		COG0316	Protein HesB, vegetative
CDNALJOL_02452	gene	507				
CDNALJOL_02452	CDS	507				hypothetical protein
CDNALJOL_02453	gene	792				
CDNALJOL_02453	CDS	792				hypothetical protein
CDNALJOL_02454	gene	1164	nifS			
CDNALJOL_02454	CDS	1164	nifS	2.8.1.7	COG1104	Cysteine desulfurase NifS
CDNALJOL_02455	gene	1161	per			
CDNALJOL_02455	CDS	1161	per	2.6.1.102	COG0399	GDP-perosamine synthase
CDNALJOL_02456	gene	246				
CDNALJOL_02456	CDS	246				hypothetical protein
CDNALJOL_02457	gene	306				
CDNALJOL_02457	CDS	306				hypothetical protein
CDNALJOL_02458	gene	300				
CDNALJOL_02458	CDS	300				hypothetical protein
CDNALJOL_02459	gene	210				
CDNALJOL_02459	CDS	210				hypothetical protein
CDNALJOL_02460	gene	261				
CDNALJOL_02460	CDS	261				hypothetical protein
CDNALJOL_02461	gene	366				
CDNALJOL_02461	CDS	366				hypothetical protein
CDNALJOL_02462	gene	525				
CDNALJOL_02462	CDS	525				hypothetical protein
CDNALJOL_02463	gene	312	fdxB			
CDNALJOL_02463	CDS	312	fdxB		COG1145	Ferredoxin-3
CDNALJOL_02464	gene	357	nifW2			
CDNALJOL_02464	CDS	357	nifW2			Nitrogenase-stabilizing/protective protein NifW 2
CDNALJOL_02465	gene	327	glnB_3			
CDNALJOL_02465	CDS	327	glnB_3		COG0347	Nitrogen regulatory protein P-II
CDNALJOL_02466	gene	423	glnB_4			
CDNALJOL_02466	CDS	423	glnB_4		COG0347	Nitrogen regulatory protein P-II
CDNALJOL_02467	gene	630				
CDNALJOL_02467	CDS	630				hypothetical protein
CDNALJOL_02468	gene	198				
CDNALJOL_02468	CDS	198				hypothetical protein
CDNALJOL_02469	gene	633				
CDNALJOL_02469	CDS	633				hypothetical protein
CDNALJOL_02470	gene	624	frbC			
CDNALJOL_02470	CDS	624	frbC	2.3.3.19		2-phosphonomethylmalate synthase
CDNALJOL_02471	gene	771	hesA1			
CDNALJOL_02471	CDS	771	hesA1		COG0476	Protein HesA, heterocyst
CDNALJOL_02472	gene	828				
CDNALJOL_02472	CDS	828				hypothetical protein
CDNALJOL_02473	gene	696				
CDNALJOL_02473	CDS	696				hypothetical protein
CDNALJOL_02474	gene	795	thiQ			
CDNALJOL_02474	CDS	795	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
CDNALJOL_02475	gene	489				
CDNALJOL_02475	CDS	489				hypothetical protein
CDNALJOL_02476	gene	501	mog			
CDNALJOL_02476	CDS	501	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
CDNALJOL_02477	gene	507	moaC			
CDNALJOL_02477	CDS	507	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
CDNALJOL_02478	gene	1224	moeA			
CDNALJOL_02478	CDS	1224	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
CDNALJOL_02479	gene	453	moaE1			
CDNALJOL_02479	CDS	453	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
CDNALJOL_02480	gene	294				
CDNALJOL_02480	CDS	294				hypothetical protein
CDNALJOL_02481	gene	984	moaA1			
CDNALJOL_02481	CDS	984	moaA1	4.1.99.22	COG2896	GTP 3',8-cyclase 1
CDNALJOL_02482	gene	339	glnB_5			
CDNALJOL_02482	CDS	339	glnB_5		COG0347	Nitrogen regulatory protein P-II
CDNALJOL_02483	gene	3219	norW			
CDNALJOL_02483	CDS	3219	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
CDNALJOL_02484	gene	1299	nasA			
CDNALJOL_02484	CDS	1299	nasA			Nitrate transporter
CDNALJOL_02485	gene	327	glnK			
CDNALJOL_02485	CDS	327	glnK		COG0347	Nitrogen regulatory protein P-II 2
CDNALJOL_02486	gene	1122	msrP			
CDNALJOL_02486	CDS	1122	msrP	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
CDNALJOL_02487	gene	1602				
CDNALJOL_02487	CDS	1602				hypothetical protein
CDNALJOL_02488	gene	300	higB			
CDNALJOL_02488	CDS	300	higB	3.1.-.-		Endoribonuclease HigB
CDNALJOL_02489	gene	276				
CDNALJOL_02489	CDS	276				hypothetical protein
CDNALJOL_02490	gene	258				
CDNALJOL_02490	CDS	258				hypothetical protein
CDNALJOL_02491	gene	336				
CDNALJOL_02491	CDS	336				hypothetical protein
CDNALJOL_02492	gene	186				
CDNALJOL_02492	CDS	186				hypothetical protein
CDNALJOL_02493	gene	573				
CDNALJOL_02493	CDS	573				IS200/IS605 family transposase ISAba30
CDNALJOL_02494	gene	312				
CDNALJOL_02494	CDS	312				hypothetical protein
CDNALJOL_02495	gene	276	higA			
CDNALJOL_02495	CDS	276	higA			Antitoxin HigA
CDNALJOL_02496	gene	1470	atoC_7			
CDNALJOL_02496	CDS	1470	atoC_7		COG2204	Regulatory protein AtoC
CDNALJOL_02497	gene	2055				
CDNALJOL_02497	CDS	2055				hypothetical protein
CDNALJOL_02498	gene	1017	ywlC_2			
CDNALJOL_02498	CDS	1017	ywlC_2	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
CDNALJOL_02499	gene	1674	ilvD_4			
CDNALJOL_02499	CDS	1674	ilvD_4	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CDNALJOL_02500	gene	867				
CDNALJOL_02500	CDS	867				hypothetical protein
CDNALJOL_02501	gene	2487				
CDNALJOL_02501	CDS	2487				hypothetical protein
CDNALJOL_02502	gene	1662	ndhB_5			
CDNALJOL_02502	CDS	1662	ndhB_5	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CDNALJOL_02503	gene	246				
CDNALJOL_02503	CDS	246				hypothetical protein
CDNALJOL_02504	gene	1002				
CDNALJOL_02504	CDS	1002				hypothetical protein
CDNALJOL_02505	gene	240				
CDNALJOL_02505	CDS	240				hypothetical protein
CDNALJOL_02506	gene	1125	hisC_2			
CDNALJOL_02506	CDS	1125	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
CDNALJOL_02507	gene	264				
CDNALJOL_02507	CDS	264				hypothetical protein
CDNALJOL_02508	gene	564				
CDNALJOL_02508	CDS	564				hypothetical protein
CDNALJOL_02509	gene	678				
CDNALJOL_02509	CDS	678				hypothetical protein
CDNALJOL_02510	gene	846	gloB_2			
CDNALJOL_02510	CDS	846	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
CDNALJOL_02511	gene	711	trmR_2			
CDNALJOL_02511	CDS	711	trmR_2	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
CDNALJOL_02512	gene	393				
CDNALJOL_02512	CDS	393				hypothetical protein
CDNALJOL_02513	gene	267				
CDNALJOL_02513	CDS	267				hypothetical protein
CDNALJOL_02514	gene	567				
CDNALJOL_02514	CDS	567				hypothetical protein
CDNALJOL_02515	gene	684				
CDNALJOL_02515	CDS	684				hypothetical protein
CDNALJOL_02516	gene	264				
CDNALJOL_02516	CDS	264				hypothetical protein
CDNALJOL_02517	gene	420				
CDNALJOL_02517	CDS	420				hypothetical protein
CDNALJOL_02518	gene	369				
CDNALJOL_02518	CDS	369				hypothetical protein
CDNALJOL_02519	gene	315				
CDNALJOL_02519	CDS	315				hypothetical protein
CDNALJOL_02520	gene	354				
CDNALJOL_02520	CDS	354				hypothetical protein
CDNALJOL_02521	gene	177				
CDNALJOL_02521	CDS	177				hypothetical protein
CDNALJOL_02522	gene	984	ppsC			
CDNALJOL_02522	CDS	984	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
CDNALJOL_02523	gene	411				
CDNALJOL_02523	CDS	411				hypothetical protein
CDNALJOL_02524	gene	756	rpaR			
CDNALJOL_02524	CDS	756	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
CDNALJOL_02525	gene	1380				
CDNALJOL_02525	CDS	1380				hypothetical protein
CDNALJOL_02526	gene	1509	mshA_6			
CDNALJOL_02526	CDS	1509	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
CDNALJOL_02527	gene	903				
CDNALJOL_02527	CDS	903				hypothetical protein
CDNALJOL_02528	gene	1317				
CDNALJOL_02528	CDS	1317				hypothetical protein
CDNALJOL_02529	gene	861				
CDNALJOL_02529	CDS	861				hypothetical protein
CDNALJOL_02530	gene	567				
CDNALJOL_02530	CDS	567				hypothetical protein
CDNALJOL_02531	gene	252				
CDNALJOL_02531	CDS	252				hypothetical protein
CDNALJOL_02532	gene	1176				
CDNALJOL_02532	CDS	1176				hypothetical protein
CDNALJOL_02533	gene	2022	bepA_8			
CDNALJOL_02533	CDS	2022	bepA_8	3.4.-.-		Beta-barrel assembly-enhancing protease
CDNALJOL_02534	gene	2193				
CDNALJOL_02534	CDS	2193				hypothetical protein
CDNALJOL_02535	gene	681				
CDNALJOL_02535	CDS	681				hypothetical protein
CDNALJOL_02536	gene	384				
CDNALJOL_02536	CDS	384				hypothetical protein
CDNALJOL_02537	gene	1596	ilvD_5			
CDNALJOL_02537	CDS	1596	ilvD_5	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
CDNALJOL_02538	gene	165				
CDNALJOL_02538	CDS	165				hypothetical protein
CDNALJOL_02539	gene	1182	hipA			
CDNALJOL_02539	CDS	1182	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
CDNALJOL_02540	gene	264				
CDNALJOL_02540	CDS	264				hypothetical protein
CDNALJOL_02541	gene	363				
CDNALJOL_02541	CDS	363				hypothetical protein
CDNALJOL_02542	gene	150				
CDNALJOL_02542	CDS	150				hypothetical protein
CDNALJOL_02543	gene	252				
CDNALJOL_02543	CDS	252				hypothetical protein
CDNALJOL_02544	gene	423				
CDNALJOL_02544	CDS	423				hypothetical protein
CDNALJOL_02545	gene	216				
CDNALJOL_02545	CDS	216				hypothetical protein
CDNALJOL_02546	gene	558				
CDNALJOL_02546	CDS	558				hypothetical protein
CDNALJOL_02547	gene	438				
CDNALJOL_02547	CDS	438				hypothetical protein
CDNALJOL_02548	gene	2316				
CDNALJOL_02548	CDS	2316				hypothetical protein
CDNALJOL_02549	gene	1101				
CDNALJOL_02549	CDS	1101				hypothetical protein
CDNALJOL_02550	gene	1251				
CDNALJOL_02550	CDS	1251				hypothetical protein
CDNALJOL_02551	gene	492				
CDNALJOL_02551	CDS	492				hypothetical protein
CDNALJOL_02552	gene	294				
CDNALJOL_02552	CDS	294				hypothetical protein
CDNALJOL_02553	gene	1227				
CDNALJOL_02553	CDS	1227				hypothetical protein
CDNALJOL_02554	gene	927				
CDNALJOL_02554	CDS	927			COG1373	putative protein
CDNALJOL_02555	gene	489				
CDNALJOL_02555	CDS	489				hypothetical protein
CDNALJOL_02556	gene	282				
CDNALJOL_02556	CDS	282				hypothetical protein
CDNALJOL_02557	gene	372				
CDNALJOL_02557	CDS	372				hypothetical protein
CDNALJOL_02558	gene	273				
CDNALJOL_02558	CDS	273				hypothetical protein
CDNALJOL_02559	gene	333				
CDNALJOL_02559	CDS	333				hypothetical protein
